 num;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  spec. type   
5719;  10040.68;Cl* Melotte 22 DH 874              ;PM*;03 59 18.9798542878 +23 31 24.247138452;     ~   ;     ~   ;     ~   ;     ~   ;~              
5720;  10042.30;CRTS J033650.2+224402              ;EB*;03 36 50.30 +22 44 01.9                ;     ~   ;     ~   ;14.87    ;     ~   ;~              
5721;  10042.95;HAT 259-05284                      ;*  ;03 35 10.7757526032 +24 03 21.085373844;     ~   ;     ~   ;     ~   ;     ~   ;~              
5722;  10044.10;TYC 1261-997-1                     ;*  ;03 56 44.4783237912 +22 20 01.009384404;     ~   ;11.94    ;10.65    ;     ~   ;~              
5723;  10046.59;TYC 1808-1263-1                    ;*  ;03 52 29.0055631608 +26 39 37.252080504;     ~   ;12.20    ;11.70    ;     ~   ;~              
5724;  10048.99;Cl* Melotte 22 MBSC 82             ;*  ;03 39 44.3567690928 +26 18 19.038926844;     ~   ;     ~   ;     ~   ;     ~   ;~              
5725;  10051.31;TYC 1807-1606-1                    ;PM*;03 41 41.922792 +26 35 38.18400        ;     ~   ;13.01    ;12.24    ;12.13    ;~              
5726;  10052.81;1RXS J035018.3+212420              ;X  ;03 50 18.300 +21 24 20.48              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5727;  10055.80;CCDM J03592+2321B                  ;*  ;03 59 08.5994773752 +23 21 17.814184524;     ~   ;     ~   ;13.9     ;     ~   ;~              
5728;  10056.01;HD 23734                           ;*  ;03 48 10.5888347832 +21 19 44.659444188;     ~   ;8.20     ;7.96     ;     ~   ;A5             
5729;  10056.79;LEDA 1759097                       ;G  ;03 38 20.0 +26 00 40                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5730;  10060.85;CRTS J035602.5+220903              ;EB*;03 56 02.5530286824 +22 09 04.236077196;     ~   ;     ~   ;15.77    ;     ~   ;~              
5731;  10061.52;HAT 214-03782                      ;*  ;03 43 01.9166762976 +26 43 54.438860388;     ~   ;     ~   ;     ~   ;     ~   ;~              
5732;  10061.81;Cl* Melotte 22 DH 42               ;PM*;03 35 09.4013672280 +24 14 20.057159544;     ~   ;16.814   ;15.280   ;     ~   ;~              
5733;  10064.83;LEDA 1685080                       ;G  ;03 35 42.6 +23 18 22                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5734;  10065.68;TYC 1807-1930-1                    ;*  ;03 40 09.4332647496 +26 22 58.844543592;     ~   ;12.12    ;11.54    ;     ~   ;~              
5735;  10066.32;UCAC4 563-007674                   ;*  ;03 37 31.1796329112 +22 28 54.678740052;     ~   ;13.368   ;12.682   ;12.491   ;~              
5736;  10066.57;HAT 259-00816                      ;*  ;03 38 40.4728701144 +26 05 45.953494224;     ~   ;     ~   ;     ~   ;     ~   ;~              
5737;  10067.12;HD 283025                          ;*  ;03 51 07.3721841312 +26 47 01.898436660;     ~   ;10.72    ;10.45    ;     ~   ;A7             
5738;  10067.24;CCDM J03592+2321A                  ;*  ;03 59 09.5797921320 +23 21 23.179822776;     ~   ;     ~   ;12.3     ;     ~   ;~              
5739;  10068.68;2MASS J03502730+2124357            ;*  ;03 50 27.3194335392 +21 24 35.724930552;     ~   ;     ~   ;     ~   ;     ~   ;~              
5740;  10071.42;Cl* Melotte 22 DH 332              ;*  ;03 44 24.0004135584 +21 24 21.083252760;     ~   ;     ~   ;     ~   ;     ~   ;~              
5741;  10076.38;HD 23853                           ;*  ;03 49 00.2001011568 +21 20 31.881453576;     ~   ;8.61     ;8.14     ;     ~   ;F5             
5742;  10080.11;TYC 1260-361-1                     ;*  ;03 50 46.2585733968 +21 25 35.712718752;     ~   ;12.05    ;11.44    ;     ~   ;~              
5743;  10083.84;TYC 1247-223-1                     ;*  ;03 37 49.9028184216 +22 22 47.861797224;     ~   ;11.68    ;11.16    ;     ~   ;~              
5744;  10084.59;2MASS J03354967+2504484            ;Y*O;03 35 49.6704491165 +25 04 48.334227979;     ~   ;18.020   ;16.452   ;     ~   ;~              
5745;  10086.69;LEDA 1664983                       ;G  ;03 56 11.7 +22 10 36                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5746;  10089.23;TYC 1807-1625-1                    ;*  ;03 45 26.6526348192 +26 53 03.395253048;     ~   ;11.54    ;10.27    ;     ~   ;~              
5747;  10089.99;HAT 260-07734                      ;*  ;03 50 27.5262055872 +21 24 14.466133044;     ~   ;     ~   ;     ~   ;     ~   ;~              
5748;  10092.90;HAT 259-04980                      ;*  ;03 40 20.2492447848 +21 49 56.420938560;     ~   ;     ~   ;     ~   ;     ~   ;~              
5749;  10097.28;CRTS J035246.0+213556              ;EB*;03 52 46.0564452480 +21 35 56.642288712;     ~   ;     ~   ;13.83    ;     ~   ;~              
5750;  10100.10;HAT 214-0173696                    ;*  ;03 50 30.3646524000 +26 49 59.833669116;     ~   ;     ~   ;     ~   ;     ~   ;~              
5751;  10101.47;2MASS J03590231+2503040            ;*  ;03 59 02.31336 +25 03 04.0536          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5752;  10101.72;UCAC4 558-008198                   ;PM*;03 52 28.7678069592 +21 33 58.514997960;     ~   ;14.972   ;13.538   ;13.083   ;~              
5753;  10106.01;Gaia DR3 63703023654150272         ;WD?;03 48 30.1503025320 +21 19 15.510688572;     ~   ;     ~   ;     ~   ;     ~   ;~              
5754;  10109.12;2MASS J03514827+2129541            ;*  ;03 51 48.2734625808 +21 29 54.235319568;     ~   ;     ~   ;     ~   ;     ~   ;~              
5755;  10110.63;1RXS J033658.4+223844              ;X  ;03 36 58.402 +22 38 44.48              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5756;  10111.25;Cl* Melotte 22 DH 70               ;*  ;03 37 16.7063902584 +25 44 11.397878988;     ~   ;     ~   ;18.20    ;     ~   ;~              
5757;  10112.19;Cl* Melotte 22 AK III-777          ;*  ;03 41 51.7998527976 +26 37 54.913863972;     ~   ;12.45    ;11.11    ;11.71    ;~              
5758;  10113.47;UCAC4 566-008753                   ;*  ;03 58 50.2914081240 +23 06 11.212176708;     ~   ;14.476   ;13.404   ;13.118   ;~              
5759;  10114.13;TYC 1803-813-1                     ;*  ;03 38 56.2170557208 +26 10 20.300463840;     ~   ;12.85    ;11.12    ;     ~   ;~              
5760;  10118.68;TYC 1261-840-1                     ;PM*;03 54 26.438269 +21 49 12.16425        ;     ~   ;12.35    ;11.46    ;     ~   ;~              
5761;  10118.74;GSC 01261-00840                    ;** ;03 54 26.4515806512 +21 49 12.228344112;     ~   ;     ~   ;     ~   ;     ~   ;~              
5762;  10118.84;TYC 1261-840-2                     ;PM*;03 54 26.491 +21 49 12.49              ;     ~   ;12.03    ;11.91    ;     ~   ;~              
5763;  10119.07;HD 22392                           ;*  ;03 36 57.5858539800 +22 38 46.620902292;     ~   ;9.54     ;8.89     ;     ~   ;G0             
5764;  10119.25;UGCS J033605.92+230123.6           ;PM*;03 36 05.920 +23 01 23.70              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5765;  10119.38;LEDA 1787864                       ;G  ;03 51 29.2 +26 46 19                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5766;  10119.99;TYC 1261-1293-1                    ;*  ;03 57 17.3970625752 +22 27 35.126399736;     ~   ;11.42    ;11.12    ;     ~   ;~              
5767;  10121.75;TYC 1798-960-1                     ;*  ;03 35 12.2986017504 +23 44 34.193727456;     ~   ;11.83    ;11.10    ;     ~   ;~              
5768;  10123.12;Gaia DR2 67779153776941824         ;WD?;03 35 37.3542582504 +23 18 58.042415808;     ~   ;     ~   ;     ~   ;     ~   ;~              
5769;  10124.52;2MASS J03544593+2622587            ;*  ;03 54 45.93696 +26 22 58.7964          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5770;  10126.30;TYC 1261-860-1                     ;** ;03 52 10.6394 +21 31 41.153            ;     ~   ;12.71    ;12.33    ;     ~   ;~              
5771;  10126.38;Gaia DR3 63678288939865088         ;*  ;03 52 10.6400887224 +21 31 41.075540220;     ~   ;     ~   ;     ~   ;     ~   ;~              
5772;  10126.68;TYC 1813-1444-1                    ;*  ;03 58 31.8307684944 +22 55 54.524307108;     ~   ;12.75    ;12.06    ;     ~   ;~              
5773;  10126.84;Gaia DR3 63678288939864832         ;*  ;03 52 10.7710801056 +21 31 41.342863404;     ~   ;     ~   ;     ~   ;     ~   ;~              
5774;  10132.75;HD 283137                          ;*  ;03 58 15.6611259336 +25 28 32.682598860;     ~   ;11.76    ;10.49    ;     ~   ;K7             
5775;  10137.35;Cl* Melotte 22 DH 43               ;*  ;03 35 10.4272618008 +24 31 54.676931412;     ~   ;     ~   ;     ~   ;     ~   ;~              
5776;  10140.05;HD 282942                          ;*  ;03 46 01.0821188976 +26 54 57.755165400;     ~   ;10.94    ;9.86     ;     ~   ;K0             
5777;  10140.60;HD 23323                           ;*  ;03 45 15.0072123888 +26 53 29.142941856;     ~   ;8.86     ;8.60     ;     ~   ;A5             
5778;  10141.45;ATO J055.7450+21.4900              ;V* ;03 42 58.8013929180 +21 29 24.564193706;     ~   ;17.074   ;15.716   ;15.441   ;~              
5779;  10143.23;TYC 1807-1462-1                    ;*  ;03 40 53.1737610195 +26 31 09.257490568;     ~   ;12.15    ;11.42    ;     ~   ;~              
5780;  10149.70;1RXS J033633.6+224712              ;X  ;03 36 33.600 +22 47 12.52              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5781;  10150.61;IRAS 03561+2453                    ;FIR;03 59 07.4 +25 02 12                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5782;  10152.53;HAT 214-07488                      ;*  ;03 47 17.9434201104 +26 56 12.198969780;     ~   ;     ~   ;     ~   ;     ~   ;~              
5783;  10152.92;HAT 259-03588                      ;PM*;03 41 28.4085805680 +21 38 55.221718200;     ~   ;     ~   ;     ~   ;     ~   ;~              
5784;  10152.99;NVSS J033959+262305                ;Rad;03 39 59.138334 +26 23 04.95358        ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5785;  10158.02;Cl* Melotte 22 DH 872              ;Er*;03 59 06.3054384306 +25 03 20.203228870;     ~   ;18.339   ;16.598   ;     ~   ;~              
5786;  10158.08;HD 22308                           ;*  ;03 36 19.6731818544 +25 23 56.355339516;     ~   ;9.63     ;9.26     ;     ~   ;F0             
5787;  10158.88;LEDA 1647300                       ;G  ;03 46 19.0 +21 18 21                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5788;  10160.33;HAT 259-04135                      ;*  ;03 36 38.0355993888 +25 31 49.511628120;     ~   ;     ~   ;     ~   ;     ~   ;~              
5789;  10164.43;Cl* Melotte 22 DH 114              ;PM*;03 39 47.0121326736 +26 21 14.603073300;     ~   ;     ~   ;18.20    ;     ~   ;~              
5790;  10164.56;LEDA 1652440                       ;G  ;03 52 33.1 +21 33 17                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5791;  10164.73;TYC 1817-1717-1                    ;*  ;03 55 35.3979272304 +26 14 50.487723492;     ~   ;13.44    ;12.89    ;     ~   ;~              
5792;  10164.79;HAT 259-02957                      ;*  ;03 35 57.5539930608 +25 13 12.043280856;     ~   ;     ~   ;     ~   ;     ~   ;~              
5793;  10168.63;Cl* Melotte 22 MT 4                ;*  ;03 37 57.76 +25 57 47.8                ;     ~   ;15.29    ;13.8     ;     ~   ;M:             
5794;  10170.82;NVSS J034433+212207                ;Rad;03 44 33.55 +21 22 06.2                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5795;  10171.12;TYC 1808-515-1                     ;*  ;03 49 16.1292290424 +26 54 37.252051164;     ~   ;11.66    ;11.33    ;     ~   ;~              
5796;  10171.21;HAT 259-06919                      ;*  ;03 39 04.5546577848 +22 02 19.314157380;     ~   ;     ~   ;     ~   ;     ~   ;~              
5797;  10173.01;Gaia DR3 67502695321713280         ;WD?;03 53 52.7359745040 +26 32 01.590758520;     ~   ;     ~   ;     ~   ;     ~   ;~              
5798;  10176.58;HD 283264                          ;*  ;03 59 04.2194560800 +25 05 37.896913788;     ~   ;12.12    ;10.71    ;     ~   ;K0             
5799;  10176.97;NVSS J033905+261346                ;Rad;03 39 05.9 +26 13 46                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5800;  10180.18;NVSS J033501+241657                ;Rad;03 35 01.2 +24 16 57                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5801;  10185.50;TYC 1813-352-1                     ;*  ;03 59 45.3149979720 +23 54 22.073113152;     ~   ;12.87    ;11.60    ;     ~   ;~              
5802;  10185.76;V* V426 Tau                        ;Er*;03 36 31.2446497944 +22 46 56.943742260;     ~   ;14.7     ;     ~   ;13.0     ;~              
5803;  10186.62;Cl* Melotte 22 DH 836              ;*  ;03 56 27.6252031224 +26 03 57.181331304;     ~   ;     ~   ;     ~   ;     ~   ;~              
5804;  10187.70;ATO J059.5882+22.8127              ;LP?;03 58 21.1688143116 +22 48 46.081769372;     ~   ;14.519   ;12.487   ;11.639   ;~              
5805;  10188.12;HD 283023                          ;*  ;03 49 17.2603480344 +26 54 52.129816272;     ~   ;10       ;     ~   ;     ~   ;G0             
5806;  10192.38;TYC 1808-1058-1                    ;*  ;03 50 15.3586348728 +26 52 24.894894396;     ~   ;13.28    ;11.86    ;     ~   ;~              
5807;  10194.81;2MASS J03592226+2453384            ;*  ;03 59 22.26768 +24 53 38.4576          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5808;  10196.59;HD 283135                          ;*  ;03 57 33.6771210240 +25 45 54.465847776;     ~   ;11.96    ;10.17    ;     ~   ;K7             
5809;  10196.61;Gaia DR3 68045583484082048         ;PM*;03 34 59.3061002880 +24 12 16.774514143;     ~   ;     ~   ;     ~   ;     ~   ;~              
5810;  10198.43;TYC 1802-730-1                     ;*  ;03 35 28.3499199336 +24 55 58.356996024;     ~   ;11.56    ;10.62    ;     ~   ;~              
5811;  10199.39;TYC 1817-1739-1                    ;RG*;03 55 42.6953951472 +26 14 09.333666456;     ~   ;12.59    ;11.36    ;     ~   ;~              
5812;  10200.47;HAT 259-09429                      ;*  ;03 35 05.0672884944 +24 30 43.904269512;     ~   ;     ~   ;     ~   ;     ~   ;~              
5813;  10201.18;[SPG2012] 053.8+23.8+053           ;HI ;03 35 05.0 +23 47 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5814;  10203.22;UCAC4 560-008207                   ;*  ;03 55 12.8101564416 +21 55 31.665706248;     ~   ;14.551   ;13.410   ;13.115   ;~              
5815;  10204.82;TYC 1808-1034-1                    ;*  ;03 52 34.7655727560 +26 41 55.930265268;     ~   ;11.85    ;11.97    ;     ~   ;~              
5816;  10206.41;TYC 1803-743-1                     ;*  ;03 39 07.7585360280 +26 14 48.377668920;     ~   ;12.79    ;11.29    ;     ~   ;~              
5817;  10208.27;SV* GR 87                          ;V* ;03 50 24.0 +21 22 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5818;  10209.13;UGCS J034047.80+214321.6           ;*  ;03 40 47.7920037456 +21 43 22.019938284;     ~   ;     ~   ;     ~   ;     ~   ;~              
5819;  10211.26;TYC 1247-674-1                     ;*  ;03 38 38.8661440968 +22 07 03.059180580;     ~   ;12.89    ;12.21    ;     ~   ;~              
5820;  10215.16;TYC 1813-1417-1                    ;*  ;03 58 31.0911237168 +22 52 12.043599672;     ~   ;12.61    ;11.66    ;     ~   ;~              
5821;  10215.81;LP 357-279                         ;PM*;03 58 54.5335914096 +25 13 11.279044380;     ~   ;15.59    ;14.03    ;     ~   ;~              
5822;  10216.94;TYC 1260-413-1                     ;*  ;03 50 50.0001712032 +21 23 28.348133028;     ~   ;11.37    ;10.27    ;     ~   ;~              
5823;  10217.15;TYC 1817-625-1                     ;*  ;03 59 21.1568418168 +24 55 54.873636240;     ~   ;11.98    ;11.57    ;     ~   ;~              
5824;  10218.13;HD 283134                          ;*  ;03 57 14.5635460584 +25 52 21.237087036;     ~   ;11.38    ;10.93    ;     ~   ;A5             
5825;  10222.62;TYC 1813-181-1                     ;*  ;03 59 49.1254622592 +23 57 40.272078996;     ~   ;13.19    ;11.76    ;     ~   ;~              
5826;  10224.23;LEDA 1651054                       ;G  ;03 52 04.0 +21 29 17                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5827;  10225.48;CRTS J035919.5+231951              ;EB*;03 59 19.5867598560 +23 19 51.310608744;     ~   ;     ~   ;15.96    ;     ~   ;~              
5828;  10226.03;UCAC4 566-008767                   ;*  ;03 59 02.5857999576 +23 08 17.018080332;     ~   ;14.385   ;13.339   ;13.140   ;~              
5829;  10226.64;1RXS J035946.5+235006              ;X  ;03 59 46.500 +23 50 06.50              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5830;  10226.66;EPIC 211147528.01                  ;Pl?;03 58 35.3271719103 +25 23 18.999827986;     ~   ;     ~   ;     ~   ;     ~   ;~              
5831;  10226.67;TYC 1817-1110-1                    ;*  ;03 58 35.3272202400 +25 23 19.001596668;     ~   ;12.42    ;12.05    ;     ~   ;~              
5832;  10228.29;UGCS J034011.98+214831.7           ;*  ;03 40 11.9736730320 +21 48 32.039439120;     ~   ;     ~   ;     ~   ;     ~   ;~              
