 num|dist(asec)|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  spec. type   
199 |   2522.55|ATO J067.2304+16.3939              |V* |04 28 55.2978580428 +16 23 38.182545181|     ~   |     ~   |     ~   |     ~   |~              
200 |   2539.70|[BWW2009] J042741.2+163309.4       |V* |04 27 41.20 +16 33 09.4                |     ~   |     ~   |     ~   |     ~   |~              
201 |   2539.73|ATO J067.2969+16.3374              |EB?|04 29 11.2528844851 +16 20 14.776784743|     ~   |     ~   |     ~   |     ~   |~              
202 |   2551.75|[BKM2008] HA2Ic04-474l             |*  |04 27 22.0 +16 34 12                   |     ~   |     ~   |     ~   |     ~   |~              
203 |   2567.05|HD 285805                          |BY*|04 29 30.9843838464 +16 14 41.229476412|     ~   |11.48    |10.629   |10.02    |K4V            
204 |   2568.21|2MASS J04275324+1632508            |NIR|04 27 53.2460732688 +16 32 51.023293224|     ~   |     ~   |     ~   |     ~   |~              
205 |   2603.47|UCAC4 532-008554                   |Y*?|04 29 19.7094294072 +16 19 30.435291408|     ~   |13.943   |12.941   |12.809   |~              
206 |   2633.38|GAT 1076                           |*  |04 28 32.4526176744 +16 29 51.762771996|     ~   |13.38    |11.91    |     ~   |K1III          
207 |   2635.99|Cl* Melotte 25 VA 312              |*  |04 24 13.2031866768 +15 34 08.503970052|     ~   |17.56    |15.98    |16.03    |~              
208 |   2639.76|Cl* Melotte 25 HAN 305             |*  |04 24 11.87 +16 09 25.0                |     ~   |14.3     |13.23    |     ~   |~              
209 |   2644.22|[WWV2004] J0426046+163402          |LP*|04 26 04.4345240736 +16 34 00.193202112|     ~   |     ~   |     ~   |     ~   |~              
210 |   2646.49|Gaia DR2 3313529855404280448       |BD?|04 23 57.0517038432 +15 55 14.789797140|     ~   |     ~   |     ~   |     ~   |~              
211 |   2652.75|BPS BS 17585-0129                  |*  |04 30 03.4499857008 +15 55 00.921805068|     ~   |12.95    |12.43    |12.49    |~              
212 |   2658.07|LB 217                             |WD?|04 29 05.2161329616 +15 19 32.549983500|     ~   |15.4     |     ~   |     ~   |~              
213 |   2665.87|UCAC4 534-008723                   |*  |04 26 41.0058521040 +16 36 11.795580720|     ~   |14.94    |     ~   |14.38    |~              
214 |   2666.64|LP 415-143                         |PM*|04 29 59.1350536752 +16 03 00.790358832|     ~   |20.08    |17.4     |15.9     |~              
215 |   2672.42|UCAC4 534-008721                   |*  |04 26 39.5082994128 +16 36 16.079360616|     ~   |     ~   |14.86    |14.73    |~              
216 |   2676.30|HD 28227                           |PM*|04 27 51.4104956256 +15 09 08.929728576|     ~   |10.75    |9.90     |9.81     |G5             
217 |   2677.90|HD 285798                          |*  |04 27 14.1965791896 +16 36 30.086428824|     ~   |12.18    |10.82    |     ~   |G5             
218 |   2679.51|HD 285754                          |PM*|04 24 13.3544887464 +15 32 21.406378740|     ~   |12.04    |11.22    |11.18    |F8             
219 |   2680.45|2MASS J04285859+1517386            |LM*|04 28 58.5845090424 +15 17 38.667240564|     ~   |     ~   |     ~   |     ~   |M5.5           
220 |   2694.14|Cl* Melotte 25 VA 323              |PM*|04 24 29.9657033376 +15 25 19.408779516|     ~   |19.73    |17.3     |16.37    |~              
221 |   2695.01|Cl* Melotte 25 VA 356              |PM*|04 25 27.3463326168 +15 13 01.150872348|     ~   |13.69    |12.69    |12.58    |~              
222 |   2698.65|HD 285748                          |*  |04 23 54.7066198176 +15 45 57.350958948|     ~   |11.31    |10.64    |     ~   |F8             
223 |   2700.15|Gaia DR3 3312498199965146368       |*  |04 28 54.8195894544 +15 16 29.681267232|     ~   |     ~   |     ~   |     ~   |~              
224 |   2713.48|CSI+16-04260                       |*  |04 28 54.0 +16 28 00                   |     ~   |12.1     |10.7     |     ~   |~              
225 |   2714.76|UCAC4 534-008718                   |*  |04 26 37.4152848360 +16 36 55.205305164|     ~   |15.93    |15.10    |15.08    |~              
226 |   2717.47|KUV 04233+1502                     |HS*|04 26 08.0197052088 +15 08 28.459859892|     ~   |14.57    |14.72    |     ~   |sdO            
227 |   2718.71|Cl* Melotte 25 VA 494              |*  |04 28 44.0937270624 +16 29 47.771206980|     ~   |18.41    |17.5     |     ~   |~              
228 |   2722.16|Cl* Melotte 25 HAN 387             |*  |04 26 39.12 +16 37 05.5                |     ~   |17.47    |15.69    |     ~   |~              
229 |   2725.34|Cl* Melotte 25 LH 108              |LM*|04 27 39.2978049648 +15 07 34.510312920|     ~   |     ~   |19.47    |     ~   |M6             
230 |   2740.89|IRAS 04227+1626                    |FIR|04 25 36.9 +16 33 06                   |     ~   |     ~   |     ~   |     ~   |~              
231 |   2754.16|LP 415-142                         |PM*|04 30 04.1892726408 +16 04 07.873030092|     ~   |20.76    |18.15    |     ~   |~              
232 |   2755.85|[BKM2008] HA7Ic07-180l             |*  |04 27 34.0 +16 37 12                   |     ~   |     ~   |     ~   |     ~   |~              
233 |   2757.32|HD 285819                          |*  |04 25 35.9158221216 +15 10 44.931311760|     ~   |12.42    |11.61    |     ~   |K0             
234 |   2763.50|Cl* Melotte 25 VA 540              |*  |04 29 20.5121390928 +15 20 44.855642148|     ~   |17.94    |16.2     |16.19    |~              
235 |   2771.67|2MASS J04264240+1638001            |*  |04 26 42.4068889896 +16 38 00.068107164|     ~   |     ~   |     ~   |     ~   |~              
236 |   2772.78|HD 285795                          |*  |04 25 45.9843591528 +16 34 39.666569772|     ~   |10.90    |10.08    |     ~   |G0             
237 |   2780.69|HD 285753                          |*  |04 24 03.3863420664 +15 33 31.520537388|     ~   |11.31    |10.49    |     ~   |G5             
238 |   2802.52|HD 285752                          |*  |04 23 58.1964035016 +15 35 38.215402764|     ~   |11.27    |10.55    |     ~   |F5             
239 |   2806.01|TYC 1265-466-1                     |*  |04 27 54.9071831640 +15 07 08.575374540|     ~   |13.46    |11.12    |     ~   |~              
240 |   2820.00|V* VX Tau                          |Mi*|04 25 27.2082219984 +16 33 23.168725524|     ~   |     ~   |     ~   |     ~   |M8             
241 |   2826.55|Cl* Melotte 25 VA 306              |PM*|04 24 10.2857794752 +15 28 32.299566096|     ~   |16.43    |14.98    |14.64    |~              
242 |   2837.03|HD 285746                          |*  |04 23 44.1409932000 +15 56 16.082272788|     ~   |11.47    |10.90    |     ~   |G0             
243 |   2839.83|TYC 1265-1065-1                    |*  |04 28 35.4228546240 +15 10 37.539515316|     ~   |12.62    |11.94    |     ~   |~              
244 |   2843.40|HG 7-189                           |PM*|04 23 42.9568779816 +15 52 51.306717828|     ~   |16.22    |14.83    |14.69    |M2             
245 |   2844.61|* 80 Tau                           |** |04 30 08.59775 +15 38 16.2194          |     ~   |5.887    |5.552    |5.358    |F0V            
246 |   2844.62|* 80 Tau A                         |PM*|04 30 08.5979657808 +15 38 16.199045124|     ~   |5.961    |5.666    |     ~   |~              
247 |   2844.64|* 80 Tau B                         |PM*|04 30 08.6329261728 +15 38 17.799280008|     ~   |8.66     |8.05     |     ~   |G2V            
248 |   2847.77|NVSS J042823+163500                |Rad|04 28 23.72 +16 34 59.9                |     ~   |     ~   |     ~   |     ~   |~              
249 |   2856.54|Gaia DR3 3312822418455881344       |*  |04 30 17.9558135112 +15 51 21.553992648|     ~   |     ~   |     ~   |     ~   |~              
250 |   2858.75|Cl* Melotte 25 VA 453              |*  |04 27 40.2228886152 +15 05 21.004514844|     ~   |17.11    |15.78    |15.82    |~              
251 |   2863.27|2MASX J04292602+1519440            |G  |04 29 25.9983740352 +15 19 43.739245596|     ~   |     ~   |     ~   |     ~   |~              
252 |   2865.48|Cl* Melotte 25 VR 19               |PM*|04 29 12.3505305816 +15 16 26.049194724|     ~   |13.91    |12.316   |12.00    |M0             
253 |   2874.22|G 7-40                             |PM*|04 28 53.405736 +16 31 24.86316        |     ~   |15.36    |     ~   |13.56    |~              
254 |   2876.17|Cl* Melotte 25 VA 430              |PM*|04 27 24.9319292016 +16 39 33.679124568|     ~   |17.42    |16.5     |16.13    |~              
255 |   2887.68|HD 28484                           |*  |04 30 05.2423975680 +16 10 18.118000632|     ~   |9.52     |7.69     |     ~   |M3III          
256 |   2906.71|GSC 01265-00065                    |*  |04 25 36.6124701696 +16 36 07.025660028|     ~   |     ~   |     ~   |     ~   |~              
257 |   2907.24|TYC 1264-765-1                     |*  |04 23 39.5221791360 +15 56 57.282202428|     ~   |12.19    |11.56    |     ~   |~              
258 |   2913.93|Cl* Melotte 25 VA 284              |PM*|04 23 45.6446787240 +15 38 53.441032452|     ~   |19.13    |16.6     |16.44    |~              
259 |   2917.60|2MASX J04233908+1557322            |AG?|04 23 39.0605493816 +15 57 32.550060744|     ~   |     ~   |     ~   |     ~   |~              
260 |   2923.06|Cl* Melotte 25 REIDA 174           |*  |04 24 09.4570009320 +16 18 21.977143920|     ~   |20.19    |19.14    |     ~   |~              
261 |   2936.77|IRAS 04223+1504                    |FIR|04 25 10.2 +15 10 49                   |     ~   |     ~   |     ~   |     ~   |~              
262 |   2940.93|[SHM2017] J066.94791+16.66119      |RR*|04 27 47.5016458752 +16 39 40.280643072|     ~   |     ~   |     ~   |     ~   |~              
263 |   2942.60|Cl* Melotte 25 VA 414              |*  |04 27 04.4985985320 +16 41 01.890169656|     ~   |17.69    |16.5     |16.17    |~              
264 |   2944.09|HD 285799                          |*  |04 27 26.4100218456 +16 40 39.426853332|     ~   |11.90    |11.20    |     ~   |F8             
265 |   2947.01|[TSA98] J042345.96+153645.26       |X  |04 23 45.96 +15 36 45.3                |     ~   |     ~   |     ~   |     ~   |~              
266 |   2951.70|Cl* Melotte 25 LH 166              |*  |04 23 35.43 +15 52 26.1                |     ~   |19.16    |17.12    |     ~   |~              
267 |   2952.14|Cl* Melotte 25 DKJ 9448b           |*  |04 23 35.4 +15 52 27                   |     ~   |     ~   |     ~   |     ~   |~              
268 |   2952.43|IRAS 04237+1456                    |FIR|04 26 37.3 +15 03 06                   |     ~   |     ~   |     ~   |     ~   |~              
269 |   2955.07|Cl* Melotte 25 REIDA 173           |*  |04 24 08.59 +16 19 01.6                |     ~   |20.00    |19.51    |     ~   |~              
270 |   2966.86|TGU H1280                          |DNe|04 30 06.0 +15 31 00                   |     ~   |     ~   |     ~   |     ~   |~              
271 |   2971.56|Gaia DR3 3313629498645388288       |WD?|04 24 23.5347655656 +16 24 15.797623968|     ~   |     ~   |     ~   |     ~   |~              
272 |   2972.98|Cl* Melotte 25 HAN 400             |*  |04 27 11.66 +15 02 31.8                |     ~   |17.42    |15.42    |     ~   |~              
273 |   2990.19|HD 285751                          |TT*|04 23 41.3220021720 +15 37 54.899671728|     ~   |12.42    |11.56    |     ~   |K2V:           
274 |   2991.50|Cl* Melotte 25 REIDA 176           |*  |04 24 04.1827687104 +16 18 29.990860272|     ~   |19.93    |18.63    |     ~   |~              
275 |   2998.05|Cl* Melotte 25 REIDA 177           |PM*|04 24 04.6868546976 +16 18 53.772229116|     ~   |20.65    |18.33    |     ~   |~              
276 |   3000.25|[SHM2017] J065.92090+16.11022      |RR*|04 23 41.0166936048 +16 06 36.748138788|     ~   |     ~   |     ~   |     ~   |~              
277 |   3007.25|GB6 B0422+1625                     |Rad|04 24 57.10 +16 32 31.0                |     ~   |     ~   |     ~   |     ~   |~              
278 |   3010.89|Cl* Melotte 25 REIDA 171           |*  |04 24 10.56 +16 21 21.6                |     ~   |19.93    |18.72    |     ~   |~              
279 |   3014.26|HD 285818                          |*  |04 28 57.3562724880 +15 10 28.236157248|     ~   |11.89    |11.25    |     ~   |F              
280 |   3026.09|HG 7-231                           |PM*|04 28 14.6714065032 +16 39 08.614741680|     ~   |16.90    |15.22    |14.92    |~              
281 |   3026.87|1RXS J042334.4+154204              |X  |04 23 34.40 +15 42 04.5                |     ~   |     ~   |     ~   |     ~   |~              
282 |   3034.30|HD 27835                           |PM*|04 24 12.7838536080 +16 22 44.148778356|     ~   |8.808    |8.203    |7.870    |G0V            
283 |   3034.95|GRA B0427+15                       |Rad|04 30 30.0 +15 55 00                   |     ~   |     ~   |     ~   |     ~   |~              
284 |   3035.01|[BKM2008] HA6Ic01-2048l            |*  |04 29 20.0 +16 29 48                   |     ~   |     ~   |     ~   |     ~   |~              
285 |   3035.69|2MASS J04301505+1533079            |*  |04 30 15.0633329544 +15 33 07.782306768|     ~   |     ~   |     ~   |     ~   |~              
286 |   3036.80|Cl* Melotte 25 REIDA 128           |*  |04 23 59.0565593664 +16 17 55.939007760|     ~   |20.60    |19.06    |     ~   |~              
287 |   3038.31|Cl* Melotte 25 REIDA 179           |*  |04 24 03.1074003624 +16 19 32.910824028|     ~   |16.73    |15.72    |     ~   |~              
288 |   3040.12|NVSS J042326+155134                |Rad|04 23 29.3 +15 51 51                   |     ~   |     ~   |     ~   |     ~   |~              
289 |   3044.59|HD 285794                          |PM*|04 25 44.0515511112 +16 39 21.391343172|     ~   |10.49    |9.69     |     ~   |F9             
290 |   3045.47|Cl* Melotte 25 VA 572              |PM*|04 30 13.9328706456 +15 32 03.184955988|     ~   |17.89    |16.1     |15.04    |~              
291 |   3046.51|HD 28282                           |PM*|04 28 22.1387399544 +15 05 14.416918080|     ~   |9.61     |8.98     |     ~   |F8             
292 |   3049.90|Cl* Melotte 25 REIDA 129           |*  |04 23 59.5748679960 +16 18 33.706247832|     ~   |21.07    |18.90    |     ~   |~              
293 |   3053.89|2E 0420.7+1534                     |X  |04 23 33.0 +15 41 29                   |     ~   |     ~   |     ~   |     ~   |~              
294 |   3063.03|Cl* Melotte 25 REIDA 126           |*  |04 23 56.8580613024 +16 17 53.899032156|     ~   |18.45    |17.60    |     ~   |~              
295 |   3063.53|Cl* Melotte 25 REIDA 170           |*  |04 24 06.83 +16 21 37.0                |     ~   |19.73    |18.66    |     ~   |~              
